,route_name,grade,route_id,beta_id,states,holds
10,AL A GAIT OR?,6B+,19310,10.0,"[{'lh': 'f5', 'rh': 'g2', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'c10', 'rh': 'g8', 'lf': 'd0', 'rf': None}, {'lh': 'c10', 'rh': 'g8', 'lf': 'd0', 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': None, 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': 'c10', 'rf': 'g8'}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': 'd12'}, {'lh': 'b18', 'rh': 'b18', 'lf': 'c10', 'rf': 'd12'}]","['G2', 'F5', 'G8', 'C10', 'D12', 'C14', 'D17', 'B18']"
11,AL A GAIT OR?,6B+,19310,11.0,"[{'lh': 'f5', 'rh': 'g2', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': None, 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'g2', 'rf': None}, {'lh': 'c10', 'rh': 'g8', 'lf': 'g2', 'rf': None}, {'lh': 'c10', 'rh': 'g8', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': None, 'rf': None}, {'lh': 'c14', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': 'd12'}, {'lh': 'b18', 'rh': 'b18', 'lf': 'c10', 'rf': None}]","['G2', 'F5', 'G8', 'C10', 'D12', 'C14', 'D17', 'B18']"
12,AL A GAIT OR?,6B+,19310,12.0,"[{'lh': 'f5', 'rh': 'g2', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'c10', 'rh': 'g8', 'lf': None, 'rf': None}, {'lh': 'c10', 'rh': 'g8', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': None, 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'b18', 'rh': 'd17', 'lf': 'c10', 'rf': 'd12'}, {'lh': 'b18', 'rh': 'd17', 'lf': None, 'rf': 'd12'}, {'lh': 'b18', 'rh': 'b18', 'lf': None, 'rf': 'd12'}]","['G2', 'F5', 'G8', 'C10', 'D12', 'C14', 'D17', 'B18']"
13,AL A GAIT OR?,6B+,19310,13.0,"[{'lh': 'f5', 'rh': 'g2', 'lf': None, 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': None, 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'g8', 'lf': 'd0', 'rf': 'g2'}, {'lh': 'c10', 'rh': 'g8', 'lf': None, 'rf': None}, {'lh': 'c10', 'rh': 'g8', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'c10', 'rh': 'd12', 'lf': 'f5', 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd12', 'lf': 'f5', 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd12', 'lf': None, 'rf': 'g8'}, {'lh': 'c14', 'rh': 'd17', 'lf': None, 'rf': None}, {'lh': 'c14', 'rh': 'd17', 'lf': 'c10', 'rf': None}, {'lh': 'c14', 'rh': 'd17', 'lf': 'c10', 'rf': 'd12'}, {'lh': 'c14', 'rh': 'd17', 'lf': None, 'rf': 'd12'}, {'lh': 'b18', 'rh': 'd17', 'lf': None, 'rf': 'd12'}, {'lh': 'b18', 'rh': 'b18', 'lf': None, 'rf': 'd12'}]","['G2', 'F5', 'G8', 'C10', 'D12', 'C14', 'D17', 'B18']"
14,AN EASY PROBLEM,6B+,20153,14.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': None, 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
15,AN EASY PROBLEM,6B+,20153,15.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'e8', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e8', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': None, 'rf': 'e8'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'e8'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
16,AN EASY PROBLEM,6B+,20153,16.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h0'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'd-1', 'rf': 'h0'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'f5', 'rf': 'h0'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'h10', 'lf': None, 'rf': 'e8'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'e8'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'e8'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'e8', 'rf': 'e8'}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}, {'lh': None, 'rh': None, 'lf': None, 'rf': None}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
17,AN EASY PROBLEM,6B+,20153,17.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': None, 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
18,AN EASY PROBLEM,6B+,20153,18.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': None, 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'f0', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'f0', 'rf': 'h0'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': 'h0'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'h10', 'rf': None}, {'lh': 'g18', 'rh': 'g18', 'lf': 'h10', 'rf': None}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
19,AN EASY PROBLEM,6B+,20153,19.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'h10', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': None, 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
20,AN EASY PROBLEM,6B+,20153,20.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': None}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': None, 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
